51428	6627
3958	6632
5530	8648
4720	51079
5437	5440
8697	8881
1017	5983
5704	5717
5071	65018
126328	4698
1108	5933
51520	9255
1399	2889
60	6853
100287932	92609
6156	6205
6595	6872
11091	5928
55072	7124
6426	988
2597	3146
23451	9689
2648	57325
11198	51773
2963	2968
3312	6427
167227	80153
4726	4729
10574	10575
6124	6128
118460	5393
1791	30836
22894	51013
3192	8826
51639	83443
1912	84733
3685	7040
10717	11154
7067	9862
6637	9092
23186	8841
5928	6601
2873	51514
5966	79155
51503	8493
5781	9021
53981	9219
27335	8663
10250	23398
4734	9138
4694	4696
51691	7067
29079	7421
10239	388552
5966	9919
25949	58509
5437	5439
27031	284086
4792	4793
55144	80131
6632	79595
10155	6709
23450	8841
1176	63915
1655	8220
23557	8943
115106	55559
50855	56288
5709	5715
22954	84662
6427	7153
5700	5718
1108	6709
114823	26512
4728	4729
6141	6170
1810	51562
4792	6128
2962	9412
6045	80012
6632	8539
10053	8907
10048	64795
1024	5469
2770	89958
8289	8819
23325	85440
2963	5433
5933	90665
2534	931
3065	6878
3304	7764
5434	6502
5717	9861
3024	5925
1108	23199
2188	641
1174	130340
3551	8737
6143	6224
27316	6634
25873	6132
1655	3309
8220	9416
2963	6908
11091	6872
26228	8454
51003	9967
23016	56915
3181	3183
5711	5716
128866	29082
10025	51586
2178	2188
53615	5929
112936	55737
347733	5216
10155	4001
5705	9861
5929	8451
10891	53981
10189	4116
6601	6878
51295	9804
50628	6634
6426	7153
3192	8539
55215	7398
10450	988
11198	22837
3297	3298
56647	7529
64769	7862
2335	3250
2091	6156
2956	8295
3551	55072
1642	9343
3065	8289
25896	7979
2960	2965
8665	8669
1108	9111
583	585
6993	89891
23047	5885
3065	84962
10362	3066
81857	9412
8666	8667
4686	63941
5977	6597
11218	1207
27316	7153
4792	6156
10318	7124
10401	2033
6601	90665
10213	5717
3191	8539
203068	9343
51258	64976
5436	5439
10318	55072
10236	57461
6132	8517
11016	6883
22938	3516
5982	6117
6634	6925
56647	60
27335	51386
10283	10569
10284	6872
10286	27316
146057	22897
4175	708
22894	54512
142	5424
3304	55758
5591	6633
10014	604
5499	6421
5499	6632
5982	890
5217	60
6133	6194
5716	5718
11091	6908
4722	51079
1108	8932
51719	6794
10419	8487
9328	9330
3066	51317
8667	8669
4714	4731
2767	9289
1615	7965
54951	8452
2175	55120
6426	9689
4714	4729
22828	6426
6257	9282
10594	988
11091	6871
23338	7862
10163	10787
5702	5709
10956	112399
10250	6427
128308	29088
5580	6714
4005	6886
25852	4289
6124	6132
10454	8517
3836	801
10891	6430
10367	90550
4695	4731
11091	57325
5499	6626
23363	83987
3516	51763
1642	2873
5928	9343
10250	51503
51691	9406
30849	8678
2068	2968
10367	55013
5716	5717
10575	55212
10053	8906
51079	55967
11198	2491
5430	5432
85358	9229
203068	4436
5432	5438
27316	3312
1107	25942
6429	6431
10362	51317
3551	4792
60	8826
10262	10985
1431	23118
347733	7415
6885	7189
27339	5356
11140	56647
3185	58155
10254	1956
27243	5119
207	55215
54801	93323
10594	9416
55723	8208
5436	5441
10318	8737
2335	3507
22948	79738
27339	8493
6418	8125
2335	335
4087	51592
1213	829
53981	904
25904	55571
4704	4720
51692	53981
5921	6790
10616	55072
3312	6626
55929	9628
5701	5719
1615	3376
3065	6883
51386	8666
3703	84061
10474	1810
25913	7014
5966	9099
1654	2969
3752	80333
7529	8815
10928	891
1022	1024
10189	65109
10973	84164
6136	6228
10262	9689
1869	5925
27097	6880
10569	26986
23450	23451
51400	5518
27097	6883
1152	3190
2074	7913
10236	3178
11331	7417
5424	5982
3190	51362
10616	8737
11091	8473
3551	8915
6128	6207
6152	6192
6632	6633
10362	9219
23398	9343
10362	5931
9439	9969
2961	5439
1059	79682
4701	4724
2068	2963
1107	6872
6135	6210
6224	9349
25942	6595
8899	9410
255758	51626
5929	6908
84661	9111
2963	2966
10921	65109
10445	11007
5422	5983
11140	6207
2176	2178
11091	53615
6628	79833
11218	79833
6157	6170
5469	9969
2033	51763
55802	80153
25942	51742
51510	51652
4001	8815
23286	4771
4306	8648
5928	8467
5971	6207
10891	5430
6128	79155
11091	84661
10482	5901
2961	5440
23047	9126
1603	1650
25942	6883
23028	8819
10111	142
2873	51138
10236	5411
23325	9181
1937	9416
10920	51138
3735	7965
6603	86
2071	5438
27339	6925
10262	6421
4695	4719
4726	51079
2597	51295
10985	9689
6176	6223
1213	85440
8663	8668
3674	928
220988	57819
10001	142
10048	5361
6045	84759
5702	5706
23398	56949
196528	6605
25942	2969
10213	5701
22894	5393
4088	5371
6133	6193
57459	8289
5931	6601
1025	2033
60	7067
10616	1147
5356	6627
10575	79738
27250	3068
2178	55120
23451	5591
10213	5700
8666	8669
53981	6883
22894	23404
3735	9521
60	8841
26589	51073
3024	9111
6601	6709
2074	4641
51699	55737
4720	4728
3065	53981
5981	6119
6626	8493
2874	9611
2159	7035
3065	9219
1108	57504
55120	6117
6993	83658
2033	4088
26259	9820
3066	545
80223	8766
3516	5469
65109	9939
23020	5211
10284	6878
6595	6908
1499	154796
10450	6426
25942	9343
23451	60625
6877	6878
5602	6416
5705	5713
5211	9782
3192	5211
2010	9406
6599	6709
2968	5435
30849	7405
3312	6500
3608	6925
5707	5715
6134	6208
5707	5719
56647	7531
114799	5111
5933	84661
10847	9611
51592	6601
65109	9775
79726	84219
4791	55294
6632	9689
3192	4175
7862	9767
2058	51520
3312	51503
57332	80012
1147	55294
2962	5433
4841	7155
51008	9325
6045	79801
3685	3694
24137	25942
53615	86
6598	9111
7067	9967
