HuMAP2_ID,Confidence,Uniprot_ACCs,genenames
HuMAP2_02250,4,P24386 P61020 P20339 P51148 P61224 P51149 P61019,CHM RAB5B RAB5A RAB5C RAP1B RAB7A RAB2A
HuMAP2_02251,2,Q86Y38 P00325 P00326,XYLT1 ADH1B ADH1C
HuMAP2_02252,4,Q8NBK3 P15289 Q14696,SUMF1 ARSA MESD
HuMAP2_02253,4,O75563 Q5T0F9 P23760 Q86WV1 Q9HAC7,SKAP2 CC2D1B PAX3 SKAP1 SUGCT
HuMAP2_02254,5,Q9HCM4 Q6BDS2 Q9ULT8,EPB41L5 UHRF1BP1 HECTD1
HuMAP2_02255,2,Q9NZI7 Q9NZI6 Q12800,UBP1 TFCP2L1 TFCP2
HuMAP2_02256,4,Q9H2U2 P46199,PPA2 MTIF2
HuMAP2_02257,4,Q6PJQ5 P27540 Q99742 Q9HBZ2 P01106,FOXR2 ARNT NPAS1 ARNT2 MYC
HuMAP2_02258,4,O15165 Q8IYW5 Q2PZI1 Q8NFG4,LDLRAD4 RNF168 DPY19L1 FLCN
HuMAP2_02259,2,Q9UI47 P55289 P55283 P22223,CTNNA3 CDH12 CDH4 CDH3
HuMAP2_02260,5,P48200 Q9NXU5 Q96QT4,IREB2 ARL15 TRPM7
HuMAP2_02261,2,P38159 P49761 Q07955 Q15424 Q01130,RBMX CLK3 SRSF1 SAFB SRSF2
HuMAP2_02262,4,Q5JTD0 P54727 B7ZAP0 Q6QEF8 P31146,TJAP1 RAD23B RABGAP1L CORO6 CORO1A
HuMAP2_02263,5,Q9P1Z2 Q6ICC9 Q86UZ6 Q9ULX9 Q9BYV9  Q9NR55 Q14494 Q96DT7 Q86XP1 Q05D60 Q16236,CALCOCO1 RTL6 ZBTB46 MAFF BACH2 LINC01587 BATF3 NFE2L1 ZBTB10 DGKH DEUP1 NFE2L2
HuMAP2_02264,4,Q9NWC5 Q14681 Q9UBT6 P43003 Q9NXV2 Q8N5Z5,TMEM45A KCTD2 POLK SLC1A3 KCTD5 KCTD17
HuMAP2_02265,2,P61086 Q6ZMK1,UBE2K CYHR1
HuMAP2_02266,4,Q969J3 Q9ULJ1 Q2TAC2 Q96GS4 Q9Y2Q5,BORCS5 ODF2L CCDC57 BORCS6 LAMTOR2
HuMAP2_02267,5,Q5T013 Q6YP21 Q9BY32,HYI KYAT3 ITPA
HuMAP2_02268,4,O94903 Q9UKA9 P22314 Q15637 P61221,PLPBP PTBP2 UBA1 SF1 ABCE1
HuMAP2_02270,2,Q8N9F0 P62079,NAT8L TSPAN5
HuMAP2_02271,4,Q08499 Q07343 P27987,PDE4D PDE4B ITPKB
HuMAP2_02272,2,O75152 Q96FV9 Q13838,ZC3H11A THOC1 DDX39B
HuMAP2_02273,2,Q9Y696 Q96NY7,CLIC4 CLIC6
HuMAP2_02274,4,Q5JTC6 Q9UI47 P12830 P25054,AMER1 CTNNA3 CDH1 APC
HuMAP2_02275,5,Q9BQP7 Q9H8W5,MGME1 TRIM45
HuMAP2_02276,2,Q92688 Q9BTT0,ANP32B ANP32E
HuMAP2_02277,4,Q8N697 Q9HAI6,SLC15A4 CXorf21
HuMAP2_02278,2,Q9UEY8 Q8N6D5,ADD3 ANKRD29
HuMAP2_02279,5,Q75V66 P48029 P43119,ANO5 SLC6A8 PTGIR
HuMAP2_02280,4,Q13895 Q96GA3 Q2NL82,BYSL LTV1 TSR1
HuMAP2_02281,3,Q0VDF9 O00571 Q99543 Q9BY44,HSPA14 DDX3X DNAJC2 EIF2A
HuMAP2_02282,2,Q9UHW5 Q9HCN4 P62487 Q8IXW5,GPN3 GPN1 POLR2G RPAP2
HuMAP2_02283,5,Q9H8J5 O14683 Q9UF11 O75674 Q9BSA4 Q15035 P02649,MANSC1 TP53I11 PLEKHB1 TOM1L1 TTYH2 TRAM2 APOE
HuMAP2_02284,5,P78527 Q9NTX7 P12956 P62805 Q14527 Q14191 P20585 P0C0S8 P23527 P13010 Q9BUH6 Q8IW19 Q01831 Q86WJ1 Q9UGN5,PRKDC RNF146 XRCC6 H4C1 HLTF WRN MSH3 H2AC11 HIST1H2BO XRCC5 PAXX APLF XPC CHD1L PARP2
HuMAP2_02285,4,Q9H2H8 Q9BPU6 O00762 Q16555,PPIL3 DPYSL5 UBE2C DPYSL2
HuMAP2_02286,2,Q8N490 Q9BTE7,PNKD DCUN1D5
HuMAP2_02287,2,P49450 Q8NCD3,CENPA HJURP
HuMAP2_02288,2,P55854 O43765,SUMO3 SGTA
HuMAP2_02289,5,P28370 Q9BUR4 Q9BRX2 P20807 Q13111 Q09028,SMARCA1 WRAP53 PELO CAPN3 CHAF1A RBBP4
HuMAP2_02290,5,Q9BYE7 Q6P1R3 Q8TEY7 Q5H9F3,PCGF6 MSANTD2 USP33 BCORL1
HuMAP2_02291,2,P49354 Q96EA4 P49356,FNTA SPDL1 FNTB
HuMAP2_02292,5,Q9Y215 Q92791 P02751 Q8IVL6,COLQ P3H4 FN1 P3H3
HuMAP2_02294,2,Q5SRE5 Q92621 Q8N1F7,NUP188 NUP205 NUP93
HuMAP2_02295,4,P10415 Q07817 O43521 Q92934 Q8IUC4 Q9BU70,BCL2 BCL2L1 BCL2L11 BAD RHPN2 TRMO
HuMAP2_02296,3,P20073 Q9Y281,ANXA7 CFL2
HuMAP2_02297,4,O75326 Q96MH6 Q86Y78 P35610 Q9H330,SEMA7A TMEM68 LYPD6 SOAT1 TMEM245
HuMAP2_02298,3,O75083 P31937,WDR1 HIBADH
HuMAP2_02299,3,Q8N720 P20851,ZNF655 C4BPB
HuMAP2_02300,5,Q9P1Y6 Q8IX18 Q12872 O95104 Q9UK58 Q6NYC1 Q5VTL8 P21127 Q9H0G5 Q9BW71 Q7L4I2 Q86U06 Q9HAZ1,PHRF1 DHX40 SFSWAP SCAF4 CCNL1 JMJD6 PRPF38B CDK11B NSRP1 HIRIP3 RSRC2 RBM23 CLK4
HuMAP2_02301,4,Q5RI15 Q4G0I0,COX20 CCSMST1
HuMAP2_02302,4,Q96A49 Q9H009 Q8IV38 Q9UKX3 Q15185,SYAP1 NACA2 ANKMY2 MYH13 PTGES3
HuMAP2_02303,4,Q13885 P68366 O95834,TUBB2A TUBA4A EML2
HuMAP2_02304,2,Q15542 Q7Z7C8 Q9HBM6 P49848,TAF5 TAF8 TAF9B TAF6
HuMAP2_02305,4,Q8N8I0 Q96JH7 Q6P9H4 Q9BYL1 Q96KN8,SAMD12 VCPIP1 CNKSR3 SAMD10 PLAAT5
HuMAP2_02306,2,Q16552 P60568,IL17A IL2
HuMAP2_02307,5,Q02224 Q9BVG8 O96011 A1L190 Q08AD1 Q6ZN16,CENPE KIFC3 PEX11B SYCE3 CAMSAP2 MAP3K15
HuMAP2_02308,1,P05165 P05166,PCCA PCCB
HuMAP2_02309,4,Q9UHB9 P61011 P09132 Q14692,SRP68 SRP54 SRP19 BMS1
HuMAP2_02310,5,P22392 O00746 Q13232 ,NME2 NME4 NME3 NME2P1
HuMAP2_02311,1,P49792 P46060,RANBP2 RANGAP1
HuMAP2_02312,4,Q641Q2 O75436 Q92609 Q9Y4E1 Q4G0F5 Q96C92,WASHC2A VPS26A TBC1D5 WASHC2C VPS26B ENTR1
HuMAP2_02313,5,Q9H2A3 P43307 P49458 P61011 P09132 P62851,NEUROG2 SSR1 SRP9 SRP54 SRP19 RPS25
HuMAP2_02314,5,Q9Y6U3 Q9UM54 Q13045 Q9Y608 Q32MZ4 Q9ULV0 P28289 Q9H3H9 Q9NYL9 Q9UPW5,SCIN MYO6 FLII LRRFIP2 LRRFIP1 MYO5B TMOD1 TCEAL2 TMOD3 AGTPBP1
HuMAP2_02315,3,O60759 O43739,CYTIP CYTH3
HuMAP2_02316,4,Q9H0I2 O43463 O60732,ENKD1 SUV39H1 MAGEC1
HuMAP2_02317,5,Q12824 Q14919 Q9H4L7 P35659,SMARCB1 DRAP1 SMARCAD1 DEK
HuMAP2_02318,2,O15194 Q99618,CTDSPL CDCA3
HuMAP2_02319,5,Q9NYQ6 Q6V0I7 Q9HCU4,CELSR1 FAT4 CELSR2
HuMAP2_02320,5,Q8N2H3 Q9NRG9 Q9UBE0 Q9UBT2 P63279 P48506 P61956 Q9BTX1 Q8N6R0 Q9Y4E5,PYROXD2 AAAS SAE1 UBA2 UBE2I GCLC SUMO2 NDC1 EEF1AKNMT ZNF451
HuMAP2_02321,5,Q96F05 Q9HCJ6,C11orf24 VAT1L
HuMAP2_02322,5,Q8N143 Q9BR01,BCL6B SULT4A1
HuMAP2_02323,4,Q6UW15 Q06141,REG3G REG3A
HuMAP2_02324,4,Q8IXB1 Q86YN6 P29466 Q9UBF8 Q8NG50,DNAJC10 PPARGC1B CASP1 PI4KB RDM1
HuMAP2_02325,2,P30154 P30153 Q16537,PPP2R1B PPP2R1A PPP2R5E
HuMAP2_02326,1,Q9Y3B2 Q99547 Q01780,EXOSC1 MPHOSPH6 EXOSC10
HuMAP2_02327,4,O60503 P15514,ADCY9 AREG
HuMAP2_02328,2,Q96MX6 Q9NWS0 Q9H6T3 Q9NUG6 Q9UBK9 Q9UHV9 O94763,WDR92 PIH1D1 RPAP3 PDRG1 UXT PFDN2 URI1
HuMAP2_02329,5,Q7Z6K3 Q96PE3 P57771 Q9NPJ8,PTAR1 INPP4A RGS8 NXT2
HuMAP2_02330,5,P61019 P61018 Q8WUD1 Q6NXP2 P61106,RAB2A RAB4B RAB2B FAM71F2 RAB14
HuMAP2_02331,2,Q5QGZ9 Q9HAV4,CLEC12A XPO5
HuMAP2_02332,4,Q14508 A4D1P6 Q562E7 Q14554,WFDC2 WDR91 WDR81 PDIA5
HuMAP2_02333,5,P29144 P11234 Q7L591 O60524 Q9P2M7,TPP2 RALB DOK3 NEMF CGN
HuMAP2_02334,4,P09871 P00736,C1S C1R
HuMAP2_02335,5,P48556 Q99819 Q96LY2,PSMD8 ARHGDIG CCDC74B
HuMAP2_02336,5,Q08AH1 Q96PP8 Q86VW1,ACSM1 GBP5 SLC22A16
HuMAP2_02337,5,Q13133 Q13237 Q9Y250 O94988 Q96QS6 Q8TAD7 O60658 O76083 Q5T686 Q9ULE6 Q13432 P53671 Q969K3 Q96PY5 P11801 P19087 A6NIH7,NR1H3 PRKG2 LZTS1 FAM13A PSKH2 OCC1 PDE8A PDE9A AVPI1 PALD1 UNC119 LIMK2 RNF34 FMNL2 PSKH1 GNAT2 UNC119B
HuMAP2_02338,2,Q8NEB9 Q6ZNE5 Q96F24 Q14457 Q99570,PIK3C3 ATG14 NRBF2 BECN1 PIK3R4
HuMAP2_02339,5,Q9NR45 P36405 P15559,NANS ARL3 NQO1
HuMAP2_02340,4,Q8TED0 Q8IWA0 Q9UMY1 Q9H583 Q969X6 Q9H8H0,UTP15 WDR75 NOL7 HEATR1 UTP4 NOL11
HuMAP2_02341,2,Q7Z569 Q13617 Q9BQ90,BRAP CUL2 KLHDC3
HuMAP2_02342,4,Q8NBF2 P09651 Q9NZB2 Q5BKZ1 O75319,NHLRC2 HNRNPA1 FAM120A ZNF326 DUSP11
HuMAP2_02343,5,P06400 Q16254 Q15329 Q14209 Q01094 Q14188,RB1 E2F4 E2F5 E2F2 E2F1 TFDP2
HuMAP2_02344,4,O00534 Q96FN5 Q9NS37 Q9NXL9 O75564,VWA5A KIF12 CREBZF MCM9 JRK
HuMAP2_02345,4,Q14008 Q8ND83 Q9P270,CKAP5 SLAIN1 SLAIN2
HuMAP2_02346,4,P22001 P17658 P22460,KCNA3 KCNA6 KCNA5
HuMAP2_02347,2,O76003 Q9UHB4 Q6FI81,GLRX3 NDOR1 CIAPIN1
HuMAP2_02348,5,Q8WVK7 Q8IX90 Q15834 Q96BD8 Q86SE5,SKA2 SKA3 CCDC85B SKA1 RALYL
HuMAP2_02349,4,O95625 Q8N5P1 Q13601 Q8N9T8 Q8TBF4 Q9NUL3,ZBTB11 ZC3H8 KRR1 KRI1 ZCRB1 STAU2
HuMAP2_02350,4,Q96G74 P21580,OTUD5 TNFAIP3
HuMAP2_02351,2,Q7RTV0 Q15427 Q9BWJ5 Q9Y3B4 Q13435 Q86XP3 O75533 Q15393,PHF5A SF3B4 SF3B5 SF3B6 SF3B2 DDX42 SF3B1 SF3B3
HuMAP2_02352,5,Q9P2D3 O14965 Q13615 Q9NYA4 Q96RF0 Q96DU7,HEATR5B AURKA MTMR3 MTMR4 SNX18 ITPKC
HuMAP2_02354,2,P35658 Q99567 P37198,NUP214 NUP88 NUP62
HuMAP2_02355,1,Q99623 P35232,PHB2 PHB
HuMAP2_02356,4,P31994 P12318 P31995 P55157,FCGR2B FCGR2A FCGR2C MTTP
HuMAP2_02357,5,Q8NFY9 Q96CT2 Q9H2C0 Q9H967 Q16653,KBTBD8 KLHL29 GAN WDR76 MOG
HuMAP2_02358,5,Q9H0H5 Q8NEM2 O75940 Q93073 Q00887 Q02241,RACGAP1 SHCBP1 SMNDC1 SECISBP2L PSG9 KIF23
HuMAP2_02359,4,Q9H1I8 Q8N3C0 Q8N9N2 Q96Q83 Q15650,ASCC2 ASCC3 ASCC1 ALKBH3 TRIP4
HuMAP2_02360,3,Q9UIM3 Q8WVL7,FKBPL ANKRD49
HuMAP2_02361,3,Q9NZI6 Q12800,TFCP2L1 TFCP2
HuMAP2_02362,5,Q7LGC8 P02741 Q8IVU9 O95084 Q9UHN6,CHST3 CRP CABCOCO1 PRSS23 CEMIP2
HuMAP2_02363,4,Q8N987 Q96P71 Q7Z6G3,NECAB1 NECAB3 NECAB2
HuMAP2_02364,5,Q99614 Q2KHT3 O94964 Q9H4P4,TTC1 CLEC16A SOGA1 RNF41
HuMAP2_02365,2,Q9NW64 P30085 Q9BW30,RBM22 CMPK1 TPPP3
HuMAP2_02366,5, P14384,ZSCAN12 CPM
HuMAP2_02367,4,Q7Z2T5 Q9BSD7,TRMT1L NTPCR
HuMAP2_02368,5,Q9P2D3 Q96PC3 P61966 Q9P107 Q9Y6Q5 P56377 Q9UMZ2 Q6ZQQ6 Q63HQ0 O43747 Q6ULP2 Q9BXS5 O75843 Q10567,HEATR5B AP1S3 AP1S1 GMIP AP1M2 AP1S2 SYNRG WDR87 AP1AR AP1G1 AFTPH AP1M1 AP1G2 AP1B1
HuMAP2_02369,5,Q9C0E8 Q8TBG9,LNPK SYNPR
HuMAP2_02370,2,Q9Y3A4 Q9H6R4,RRP7A NOL6
HuMAP2_02371,2,P46087 Q9NVP1 Q9Y221,NOP2 DDX18 NIP7
HuMAP2_02373,5,Q9BTV4 P51572 O15258 Q9BVC6 Q8WY22,TMEM43 BCAP31 RER1 TMEM109 BRI3BP
HuMAP2_02374,4,P53367 O00168 Q92597,ARFIP1 FXYD1 NDRG1
HuMAP2_02375,4,Q7Z6K3 O15498,PTAR1 YKT6
HuMAP2_02376,5,Q96KQ4 Q96NE9 Q02833 Q13625 Q8NHQ8,PPP1R13B FRMD6 RASSF7 TP53BP2 RASSF8
HuMAP2_02377,5,Q9UKY4 Q52LD8,POMT2 RFTN2
HuMAP2_02378,4,Q92522 Q9Y2B0 Q00577 Q8N4W9 P17026,H1FX CNPY2 PURA ZNF808 ZNF22
HuMAP2_02379,5,P07954 P21695 Q2TAA2 Q9Y466 Q58WW2 P63313,FH GPD1 IAH1 NR2E1 DCAF6 TMSB10
HuMAP2_02380,5,Q92830 Q6UUV7 Q8IV48 Q2KHR3 Q8WUB2 P43362 Q15596 P43363 Q92831 Q9P0K8,KAT2A CRTC3 ERI1 QSER1 FAM216A MAGEA9 NCOA2 MAGEA10 KAT2B FOXJ2
HuMAP2_02381,5,Q8NEK5 Q8TBE7 Q1X8D7,ZNF548 SLC35G2 LRRC36
HuMAP2_02382,4,P05187 P10696 Q9Y5T5 P09923,ALPP ALPG USP16 ALPI
HuMAP2_02383,2,Q8ND90 Q96BY2,PNMA1 MOAP1
HuMAP2_02384,2,P49418 O00499 Q9UBW5,AMPH BIN1 BIN2
HuMAP2_02385,4,Q9UBC1 P78356 O95218,NFKBIL1 PIP4K2B ZRANB2
HuMAP2_02386,4,Q53FT3 Q9NRN7 O00429,HIKESHI AASDHPPT DNM1L
HuMAP2_02388,3,Q9UBU9 P52948,NXF1 NUP98
HuMAP2_02389,5,P32969 Q9P2M7 Q0VF96,RPL9 CGN CGNL1
HuMAP2_02390,2,Q8TCX1 Q8NCM8,DYNC2LI1 DYNC2H1
HuMAP2_02392,2,Q9NYK6 P0DPB3 Q9UIL1,EURL SCHIP1 SCOC
HuMAP2_02393,5,Q96K37 Q8N357 Q15758 Q9UM00 P05023 P16615,SLC35E1 SLC35F6 SLC1A5 TMCO1 ATP1A1 ATP2A2
HuMAP2_02394,4,P04040 P14174 P29401 P55809 P61026 P13804 O15037 Q8TD30 Q8WUM4,CAT MIF TKT OXCT1 RAB10 ETFA KHNYN GPT2 PDCD6IP
HuMAP2_02395,2,Q9NXG2 Q07666 Q12905 O60506 Q9HCE1 Q92900,THUMPD1 KHDRBS1 ILF2 SYNCRIP MOV10 UPF1
HuMAP2_02396,5,Q96IF1 P01344 A6NIX2 P08833 Q15654 O94901 P26045,AJUBA IGF2 WTIP IGFBP1 TRIP6 SUN1 PTPN3
HuMAP2_02397,5,Q9Y2G2 A6NHR9 P86479 Q5T3J3,CARD8 SMCHD1 PRR20C LRIF1
HuMAP2_02398,5,P57076 Q8N0W3 Q9Y337,CFAP298 FCSK KLK5
HuMAP2_02399,4,Q8N9N5 Q2NL98,BANP VMAC
HuMAP2_02400,2,P31146 Q9BR76,CORO1A CORO1B
HuMAP2_02401,5,P21549 P00505,AGXT GOT2
HuMAP2_02402,4,Q9H9P8 A8K2U0 Q6GTS8 Q5VU43 P01160,L2HGDH A2ML1 PM20D1 PDE4DIP NPPA
HuMAP2_02403,2,Q16696 P11509 P20853,CYP2A13 CYP2A6 CYP2A7
HuMAP2_02404,5,P13804 Q6P1X6 Q6IPR1,ETFA C8orf82 ETFRF1
HuMAP2_02405,2,P29803 Q15118 Q15120,PDHA2 PDK1 PDK3
HuMAP2_02406,4,Q9UFN0 Q5T4S7 Q9NUJ1 Q9NP81 Q9P0J7,NIPSNAP3A UBR4 ABHD10 SARS2 KCMF1
HuMAP2_02407,4,P16435 Q9Y5X2,POR SNX8
HuMAP2_02408,4,Q96AQ8 Q96BY9 Q96CS3 Q9GZP9 P27105,MCUR1 SARAF FAF2 DERL2 STOM
HuMAP2_02409,2,Q6ZWK4 Q15036 O94967,RHEX SNX17 WDR47
HuMAP2_02410,3,O75964 P06576 O75947 P25705 P56385 P18859 P36542 P56134 P30049 P24539 P56381 P48047,ATP5MG ATP5F1B ATP5PD ATP5F1A ATP5ME ATP5PF ATP5F1C ATP5MF ATP5F1D ATP5PB ATP5F1E ATP5PO
HuMAP2_02411,1,Q96S59 Q9NWU2,RANBP9 GID8
HuMAP2_02412,2,P12270 Q92499,TPR DDX1
HuMAP2_02413,5,Q2PPJ7 Q9BTV6,RALGAPA2 DPH7
HuMAP2_02414,5,Q9NR22 Q9UG63 P27708 Q9Y3Y2 Q99873 Q5VTE6 Q96CN5,PRMT8 ABCF2 CAD CHTOP PRMT1 ANGEL2 LRRC45
HuMAP2_02415,5,Q9H5H4 O15037 Q7Z2W4 Q9ULD5,ZNF768 KHNYN ZC3HAV1 ZNF777
HuMAP2_02416,4,Q96FA3 P78312 O15151,PELI1 FAM193A MDM4
HuMAP2_02417,2,P43243 P26641,MATR3 EEF1G
HuMAP2_02418,5,O60503 O14715 Q99666 O14524,ADCY9 RGPD8 RGPD5 NEMP1
HuMAP2_02419,4,Q8WVC0 Q6P1J9 Q8N7H5 Q9GZS3 Q14241 Q6PD62,LEO1 CDC73 PAF1 WDR61 ELOA CTR9
HuMAP2_02420,5,P22492 Q9NVN8 Q9NQE7 O00541 Q12894 Q14137 Q9Y2X3,HIST1H1T GNL3L PRSS16 PES1 IFRD2 BOP1 NOP58
HuMAP2_02422,2,P61326 Q9BRP8,MAGOH PYM1
HuMAP2_02423,5,Q7L2Z9 Q9BS16 Q92674 Q6IPU0 Q9NSP4 Q96BT3 Q71F23 Q9BU64 Q9H3R5 Q13352 Q96H22,CENPQ CENPK CENPI CENPP CENPM CENPT CENPU CENPO CENPH ITGB3BP CENPN
HuMAP2_02424,4,Q9H840 O14893 Q9NWZ8 Q8WXD5 P57678 Q16637 Q16637 Q9UHI6 P83369 Q8TEQ6,GEMIN7 GEMIN2 GEMIN8 GEMIN6 GEMIN4 SMN1 SMN1 DDX20 LSM11 GEMIN5
HuMAP2_02425,5,P36969 P04062 Q14376,GPX4 GBA GALE
HuMAP2_02426,4,P09871 P00736 Q9NZP8,C1S C1R C1RL
HuMAP2_02427,4,Q9BPU6 O14531 Q14195,DPYSL5 DPYSL4 DPYSL3
HuMAP2_02428,4,Q9NUG6 Q9NWS0 Q7Z3E1 P61758 Q9H6T3 Q96MX6 Q9UBK9 Q9NQP4 Q9UHV9 O60925 Q99471 O15212 O94763 Q86YJ5,PDRG1 PIH1D1 TIPARP VBP1 RPAP3 WDR92 UXT PFDN4 PFDN2 PFDN1 PFDN5 PFDN6 URI1 MARCH9
HuMAP2_02429,5,P58004 Q6P158,SESN2 DHX57
HuMAP2_02430,4,Q92526 O14530 A6NHL2 Q02318,CCT6B TXNDC9 TUBAL3 CYP27A1
HuMAP2_02431,5,P61962 Q8NCN4 Q9H693 Q9HCM7 Q9NZC9 O60610 Q9Y4B4 Q96F45  Q9H7S9 Q12815 Q53LP3,DCAF7 RNF169 C16orf95 FBRSL1 SMARCAL1 DIAPH1 RAD54L2 ZNF503 SOWAHA ZNF703 TROAP SOWAHC
HuMAP2_02432,5,P11488 O75061,GNAT1 DNAJC6
HuMAP2_02433,1,Q9UMW8 ,USP18 USP41
HuMAP2_02434,5,Q3SY77 P24752 P26358,UGT3A2 ACAT1 DNMT1
HuMAP2_02435,4,Q9H0W8 Q8ND04,SMG9 SMG8
HuMAP2_02436,5,Q5HY92 O43813 Q8IZ83 Q9Y573 Q13402,FIGN LANCL1 ALDH16A1 IPP MYO7A
HuMAP2_02437,5,Q9H009 Q9UKX3,NACA2 MYH13
HuMAP2_02438,4,Q96EK7 Q8NFG4,FAM120B FLCN
HuMAP2_02439,1,O95602 O15160 Q9H9Y6,POLR1A POLR1C POLR1B
HuMAP2_02440,4,P15586 Q8NFI3,GNS ENGASE
HuMAP2_02441,4,P03950 P12724 P13489 P07998 Q9H1E1,ANG RNASE3 RNH1 RNASE1 RNASE7
HuMAP2_02442,2,O60238 Q12983,BNIP3L BNIP3
HuMAP2_02443,3,Q9H5J8 Q15573,TAF1D TAF1A
HuMAP2_02444,5,Q5JW98 Q674R7 Q8NI17 P0DPA2 P78549 Q86SJ6 Q86SG7 P51178 Q9H255 Q9UKA2 Q5T0J7 Q6MZM0 P33764,CALHM4 ATG9B IL31RA VSIG8 NTHL1 DSG4 LYG2 PLCD1 OR51E2 FBXL4 TEX35 HEPHL1 S100A3
HuMAP2_02445,1,P11712 P33261,CYP2C9 CYP2C19
HuMAP2_02446,5,Q8WUY1 Q9Y320 P08240 Q9Y5M8 Q9NVJ2,THEM6 TMX2 SRPRA SRPRB ARL8B
HuMAP2_02447,4,Q16288 Q13332 Q9P0V3,NTRK3 PTPRS SH3BP4
HuMAP2_02448,5,O95976 Q9UJJ9 Q3T906,IGSF6 GNPTG GNPTAB
HuMAP2_02449,2,P04632 Q8TCZ2 P07384,CAPNS1 CD99L2 CAPN1
HuMAP2_02450,2,P48960 Q9UHX3,CD97 ADGRE2
HuMAP2_02451,3,P0CG47 Q9BV68,UBB RNF126
HuMAP2_02452,4,O15315 O43543 O75771,RAD51B XRCC2 RAD51D
HuMAP2_02453,5,Q16880 Q9Y6D0 P30536 Q8N5K1 P21796 O60831 P30519,UGT8 SELENOK TSPO CISD2 VDAC1 PRAF2 HMOX2
HuMAP2_02454,4,P31273 Q9UQF2 Q14679,HOXC8 MAPK8IP1 TTLL4
HuMAP2_02455,3,O75596 O60930,CLEC3A RNASEH1
HuMAP2_02456,2,Q9ULX9 Q9BYV9 Q14494,MAFF BACH2 NFE2L1
HuMAP2_02457,4,O60885 Q14980 Q86YR5 Q13151 Q05682 Q86UD0,BRD4 NUMA1 GPSM1 HNRNPA0 CALD1 SAPCD2
HuMAP2_02458,5,P32881 Q6ZT12 Q96E52 Q9H497,IFNA8 UBR3 OMA1 TOR3A
HuMAP2_02459,2,Q8IV20 P84243 Q562F6,LACC1 H3-3A SGO2
HuMAP2_02460,5,Q7L8J4 Q9NWX6,SH3BP5L THG1L
HuMAP2_02461,3,O95988 Q5TCQ9 Q6NZI2,TCL1B MAGI3 CAVIN1
HuMAP2_02462,4,P23634 P20020 Q16720 O14756,ATP2B4 ATP2B1 ATP2B3 HSD17B6
HuMAP2_02463,2,O43809 P20700 P07237 Q8IX12 P63104 P31946 O15460,NUDT21 LMNB1 P4HB CCAR1 YWHAZ YWHAB P4HA2
HuMAP2_02464,5,Q8IWK6 Q5TDH0 O14964 Q92783 P20936,ADGRA3 DDI2 HGS STAM RASA1
HuMAP2_02465,5,Q3KNV8 Q9BSM1 Q8IY57 Q6W2J9 Q8NHM5 Q8N488 Q9H568 Q8TE76 Q5H9F3,PCGF3 PCGF1 YAF2 BCOR KDM2B RYBP ACTL8 MORC4 BCORL1
HuMAP2_02466,2,P09238 P08254,MMP10 MMP3
HuMAP2_02467,3,Q9Y620 Q9HCH3,RAD54B CPNE5
HuMAP2_02468,4,O60573 Q6Y7W6,EIF4E2 GIGYF2
HuMAP2_02469,5,Q9Y295 Q15345 Q8WU90 Q96NC0,DRG1 LRRC41 ZC3H15 ZMAT2
HuMAP2_02470,2,Q8TAD8 Q9Y519 Q9NYS7,SNIP1 TMEM184B WSB2
HuMAP2_02471,5,O75936 Q9H6S1 Q5T0N5 P42575 O00584 P04062 Q8WV41 P61978 Q92844,BBOX1 AZI2 FNBP1L CASP2 RNASET2 GBA SNX33 HNRNPK TANK
HuMAP2_02472,4,O95988 Q5TCQ9 Q86UL8 O75783 Q6NZI2,TCL1B MAGI3 MAGI2 RHBDL1 CAVIN1
HuMAP2_02473,5,O00487 Q13200 O43242 Q9BRP4 P43686 P62195 P62333 Q99460 P62191 P35998 P17980 Q8WW22 Q16186 Q15008 Q9Y5K5 Q9UNM6 O00232 O00231 O75832 O00233 P48556 P51665 Q16401 P55036 Q96LY2 Q96EN9,PSMD14 PSMD2 PSMD3 PAAF1 PSMC4 PSMC5 PSMC6 PSMD1 PSMC1 PSMC2 PSMC3 DNAJA4 ADRM1 PSMD6 UCHL5 PSMD13 PSMD12 PSMD11 PSMD10 PSMD9 PSMD8 PSMD7 PSMD5 PSMD4 CCDC74B REX1BD
HuMAP2_02474,2,P49959 Q92878,MRE11 RAD50
HuMAP2_02475,4,P35908 P13645,KRT2 KRT10
HuMAP2_02476,4,Q13555 Q13557 Q9UQM7 Q13554 P13051,CAMK2G CAMK2D CAMK2A CAMK2B UNG
HuMAP2_02477,2,Q96PQ1 Q5JRA6,SIGLEC12 MIA3
HuMAP2_02478,1,P53992 Q15436,SEC24C SEC23A
HuMAP2_02479,4,Q8TBP5 Q9H0V1,FAM174A TMEM168
HuMAP2_02480,2,Q92526 O14530 P49368 Q9H2J4 P40227 Q99832 P17987 P50991 P78371 P48643 P50990,CCT6B TXNDC9 CCT3 PDCL3 CCT6A CCT7 TCP1 CCT4 CCT2 CCT5 CCT8
HuMAP2_02481,4,Q5H9R7 Q8NB46 Q14694 Q9UPN7 O75170 O00743 Q8N8A2 O15084,PPP6R3 ANKRD52 USP10 PPP6R1 PPP6R2 PPP6C ANKRD44 ANKRD28
HuMAP2_02482,5,Q9Y2K9 Q15833 Q8N4C7,STXBP5L STXBP2 STX19
HuMAP2_02483,3,O43678 P19404 P28331 Q9UJZ1,NDUFA2 NDUFV2 NDUFS1 STOML2
