7014	2957
7014	2958
2957	2958
898	1874
898	5933
1874	5933
4088	4089
4088	4087
4089	4087
26408	280991
26408	281832
26408	767874
280991	281832
280991	767874
281832	767874
25012	81022
25012	116470
81022	116470
3937	5336
2072	4436
2072	2067
4436	2067
13528	16573
12387	16842
12387	21885
16842	21885
3621	2033
3621	5111
2033	5111
580	672
580	1477
580	1478
580	1479
672	1477
672	1478
672	1479
1477	1478
1477	1479
1478	1479
9349	6122
9349	6136
9349	6125
9349	6142
9349	6141
9349	6147
9349	6146
9349	6144
9349	6161
9349	6160
9349	11224
9349	6129
9349	6128
9349	6167
9349	6165
9349	6164
9349	9045
9349	6181
9349	23521
9349	6152
9349	6154
9349	6155
9349	6156
9349	6157
9349	6158
9349	6159
9349	6175
9349	6173
9349	6170
9349	6171
9349	6169
9349	6143
9349	6138
9349	6139
9349	4736
9349	6168
9349	6132
9349	6133
9349	6130
9349	7311
9349	6137
9349	6134
9349	6135
9349	6124
9349	25873
9349	6176
6122	6136
6122	6125
6122	6142
6122	6141
6122	6147
6122	6146
6122	6144
6122	6161
6122	6160
6122	11224
6122	6129
6122	6128
6122	6167
6122	6165
6122	6164
6122	9045
6122	6181
6122	23521
6122	6152
6122	6154
6122	6155
6122	6156
6122	6157
6122	6158
6122	6159
6122	6175
6122	6173
6122	6170
6122	6171
6122	6169
6122	6143
6122	6138
6122	6139
6122	4736
6122	6168
6122	6132
6122	6133
6122	6130
6122	7311
6122	6137
6122	6134
6122	6135
6122	6124
6122	25873
6122	6176
6136	6125
6136	6142
6136	6141
6136	6147
6136	6146
6136	6144
6136	6161
6136	6160
6136	11224
6136	6129
6136	6128
6136	6167
6136	6165
6136	6164
6136	9045
6136	6181
6136	23521
6136	6152
6136	6154
6136	6155
6136	6156
6136	6157
6136	6158
6136	6159
6136	6175
6136	6173
6136	6170
6136	6171
6136	6169
6136	6143
6136	6138
6136	6139
6136	4736
6136	6168
6136	6132
6136	6133
6136	6130
6136	7311
6136	6137
6136	6134
6136	6135
6136	6124
6136	25873
6136	6176
6125	6142
6125	6141
6125	6147
6125	6146
6125	6144
6125	6161
6125	6160
6125	11224
6125	6129
6125	6128
6125	6167
6125	6165
6125	6164
6125	9045
6125	6181
6125	23521
6125	6152
6125	6154
6125	6155
6125	6156
6125	6157
6125	6158
6125	6159
6125	6175
6125	6173
6125	6170
6125	6171
6125	6169
6125	6143
6125	6138
6125	6139
6125	4736
6125	6168
6125	6132
6125	6133
6125	6130
6125	7311
6125	6137
6125	6134
6125	6135
6125	6124
6125	25873
6125	6176
6142	6141
6142	6147
6142	6146
6142	6144
6142	6161
6142	6160
6142	11224
6142	6129
6142	6128
6142	6167
6142	6165
6142	6164
6142	9045
6142	6181
6142	23521
6142	6152
6142	6154
6142	6155
6142	6156
6142	6157
6142	6158
6142	6159
6142	6175
6142	6173
6142	6170
6142	6171
6142	6169
6142	6143
6142	6138
6142	6139
6142	4736
6142	6168
6142	6132
6142	6133
6142	6130
6142	7311
6142	6137
6142	6134
6142	6135
6142	6124
6142	25873
6142	6176
6141	6147
6141	6146
6141	6144
6141	6161
6141	6160
6141	11224
6141	6129
6141	6128
6141	6167
6141	6165
6141	6164
6141	9045
6141	6181
6141	23521
6141	6152
6141	6154
6141	6155
6141	6156
6141	6157
6141	6158
6141	6159
6141	6175
6141	6173
6141	6170
6141	6171
6141	6169
6141	6143
6141	6138
6141	6139
6141	4736
6141	6168
6141	6132
6141	6133
6141	6130
6141	7311
6141	6137
6141	6134
6141	6135
6141	6124
6141	25873
6141	6176
6147	6146
6147	6144
6147	6161
6147	6160
6147	11224
6147	6129
6147	6128
6147	6167
6147	6165
6147	6164
6147	9045
6147	6181
6147	23521
6147	6152
6147	6154
6147	6155
6147	6156
6147	6157
6147	6158
6147	6159
6147	6175
6147	6173
6147	6170
6147	6171
6147	6169
6147	6143
6147	6138
6147	6139
6147	4736
6147	6168
6147	6132
6147	6133
6147	6130
6147	7311
6147	6137
6147	6134
6147	6135
6147	6124
6147	25873
6147	6176
6146	6144
6146	6161
6146	6160
6146	11224
6146	6129
6146	6128
6146	6167
6146	6165
6146	6164
6146	9045
6146	6181
6146	23521
6146	6152
6146	6154
6146	6155
6146	6156
6146	6157
6146	6158
6146	6159
6146	6175
6146	6173
6146	6170
6146	6171
6146	6169
6146	6143
6146	6138
6146	6139
6146	4736
6146	6168
6146	6132
6146	6133
6146	6130
6146	7311
6146	6137
6146	6134
6146	6135
6146	6124
6146	25873
6146	6176
6144	6161
6144	6160
6144	11224
6144	6129
6144	6128
6144	6167
6144	6165
6144	6164
6144	9045
6144	6181
6144	23521
6144	6152
6144	6154
6144	6155
6144	6156
6144	6157
6144	6158
6144	6159
6144	6175
6144	6173
6144	6170
6144	6171
6144	6169
6144	6143
6144	6138
6144	6139
6144	4736
6144	6168
6144	6132
6144	6133
6144	6130
6144	7311
6144	6137
6144	6134
6144	6135
6144	6124
6144	25873
6144	6176
6161	6160
6161	11224
6161	6129
6161	6128
6161	6167
6161	6165
6161	6164
6161	9045
6161	6181
6161	23521
6161	6152
6161	6154
6161	6155
6161	6156
6161	6157
6161	6158
6161	6159
6161	6175
6161	6173
6161	6170
6161	6171
6161	6169
6161	6143
6161	6138
6161	6139
6161	4736
6161	6168
6161	6132
6161	6133
6161	6130
6161	7311
6161	6137
6161	6134
6161	6135
6161	6124
6161	25873
6161	6176
6160	11224
6160	6129
6160	6128
6160	6167
6160	6165
6160	6164
6160	9045
6160	6181
6160	23521
6160	6152
6160	6154
6160	6155
6160	6156
6160	6157
6160	6158
6160	6159
6160	6175
6160	6173
6160	6170
6160	6171
6160	6169
6160	6143
6160	6138
6160	6139
6160	4736
6160	6168
6160	6132
6160	6133
6160	6130
6160	7311
6160	6137
6160	6134
6160	6135
6160	6124
6160	25873
6160	6176
11224	6129
11224	6128
11224	6167
11224	6165
11224	6164
11224	9045
11224	6181
11224	23521
11224	6152
11224	6154
11224	6155
11224	6156
11224	6157
11224	6158
11224	6159
11224	6175
11224	6173
11224	6170
11224	6171
11224	6169
11224	6143
11224	6138
11224	6139
11224	4736
11224	6168
11224	6132
11224	6133
11224	6130
11224	7311
11224	6137
11224	6134
11224	6135
11224	6124
11224	25873
11224	6176
6129	6128
6129	6167
6129	6165
6129	6164
6129	9045
6129	6181
6129	23521
6129	6152
6129	6154
6129	6155
6129	6156
6129	6157
6129	6158
6129	6159
6129	6175
