O14744	Q9BQA1	1
P22102	Q8IUI8	1
O95232	Q9Y383	1
Q8NE71	P31689	1
O75400	Q9BUQ8	1
Q86WV1	O15117	1
P19838	Q00653	1
P62195	P17980	1
P41252	Q9P2J5	1
P41252	P56192	1
P47897	P56192	1
P56192	Q9P2J5	1
P14868	Q13155	1
P41252	Q13155	1
P56192	Q13155	1
Q92608	P41252	1
Q92608	P56192	1
P54136	P14868	1
P41252	P54136	1
P47897	P54136	1
P54136	P56192	1
P54136	Q13155	1
P47897	P07814	1
P07814	Q9P2J5	1
P56192	P07814	1
P07814	Q13155	1
P54136	P07814	1
P60228	Q9Y262	1
P60228	Q9UBQ5	1
O00303	Q9UBQ5	1
P60228	O75821	1
Q7L2H7	Q9UBQ5	1
O15371	P55884	1
P60228	O15371	1
O75821	O15371	1
O15372	P55884	1
O15372	Q9HC35	1
P98171	Q13576	1
P55160	Q7L576	1
Q96F07	Q7L576	1
Q96BY6	Q9Y3L3	0.999999
P29590	O43815	0.999999
Q04637	P23743	0.999999
Q14203	P61163	0.999999
P98171	Q92619	0.999999
P53618	P53621	0.999999
P35606	P53621	0.999999
P41252	P14868	0.999999
P14868	P07814	0.999999
P60228	O15372	0.999999
O15372	O00303	0.999999
O75821	O15372	0.999999
P28072	P28070	0.999999
P01037	P01036	0.999998
Q8N8A2	P27708	0.999998
A0AVT1	P15170	0.999998
Q14141	Q8WYJ6	0.999998
Q92619	O15117	0.999998
Q9Y678	P53621	0.999998
Q8IYB3	Q9BUQ8	0.999997
Q16401	P43686	0.999997
Q9P2J5	Q13155	0.999997
P41252	P07814	0.999997
P60228	Q99613	0.999997
Q96F07	P55160	0.999997
P28072	O14818	0.999997
P62333	P62195	0.999996
P55884	Q9UBQ5	0.999996
Q7L2H7	O15372	0.999996
Q99460	O00231	0.999995
Q99460	P35998	0.999995
O75821	Q9UBQ5	0.999995
P52701	P43246	0.999994
Q99460	O00232	0.999994
Q7L2H7	Q14152	0.999994
P11940	Q13310	0.999993
P53618	P48444	0.999992
O75821	Q9Y262	0.999992
Q9HC35	Q14152	0.999992
P28072	P20618	0.999992
O00203	O14617	0.999991
Q12904	P47897	0.999991
Q99613	Q14152	0.99999
P04114	P02647	0.999989
Q8NE71	O60488	0.999989
P01833	P01876	0.999989
Q13347	Q9UBQ5	0.999989
P28072	P49720	0.999989
P25787	P49721	0.999989
P25787	P25788	0.999989
P01037	P02814	0.999987
Q7L2H7	P60228	0.999987
P27348	P63104	0.999986
Q92608	P07814	0.999986
Q07020	P61313	0.999983
P47897	Q13155	0.999981
Q12904	P56192	0.99998
Q99613	Q9UBQ5	0.99998
O75821	Q14152	0.99998
Q15008	O00231	0.999979
Q6UN15	Q9BUQ8	0.999978
Q9Y678	P48444	0.999978
P28072	P25788	0.999978
P60660	P19105|O14950	0.999977
Q9Y3Z3	P49411	0.999975
P43686	Q13200	0.999975
Q7L2H7	O75821	0.999974
O15371	Q99613	0.999973
Q14141	Q9UHD8	0.999971
Q13200	P17980	0.999971
P62333	Q13200	0.99997
P25788	P28065	0.99997
O00571	Q14498	0.999969
Q9Y678	P53618	0.999969
P56192	P14868	0.999968
P43686	P17980	0.999966
P54136	Q9P2J5	0.999966
P60228	P55884	0.999966
P25787	P40306	0.999966
Q12904	P54136	0.999964
P60900	P25788	0.999963
Q7L2H7	O00303	0.999962
P07814	Q15046	0.999961
Q9P258	P61221	0.99996
P53618	P35606	0.99996
P25788	P49721	0.99996
Q9BT78	Q13098	0.999959
P43686	P62195	0.999955
Q9Y678	P35606	0.999955
Q15008	O00232	0.999955
P60228	Q9HC35	0.999955
P23246	Q15233	0.999953
P61201	Q7L5N1	0.999953
P28066	P25788	0.999951
P55884	Q14152	0.99995
O75821	Q99613	0.99995
P25788	O14818	0.999946
P48444	P53621	0.999937
P25788	P25789	0.999937
P26358	Q13283	0.999935
Q9UHD8	Q16181	0.999935
Q07666	Q92841	0.999935
O00232	O00231	0.999935
P48444	P35606	0.999933
P61201	Q13098	0.999933
P25788	P25786	0.999933
P25786	P49720	0.999929
Q12904	Q13155	0.999928
P25788	P49720	0.999928
P47897	P14868	0.999926
P56192	Q15046	0.999926
P17844	O00571	0.999922
O60841	Q96SB4	0.99992
P33176	P53621	0.99992
Q8TBC4	Q13564	0.999919
P55160	O75153	0.999918
O00303	Q14152	0.999917
O43242	P48556	0.999914
P62333	P43686	0.999911
O75821	P55884	0.999911
Q9BT78	Q9UNS2	0.99991
Q9UHD8	Q8WYJ6	0.999909
O15371	O00303	0.999908
Q15008	O43242	0.999907
O15371	Q14152	0.999907
P25787	P28065	0.999904
P67870	Q14978	0.999901
P28074	P20618	0.9999
P02814	P01036	0.999894
P47897	P41252	0.999893
P26641	P24534	0.999889
P26368	Q01081	0.999878
Q99460	P62191	0.999878
Q9UNM6	O00231	0.999875
Q92974	O60488	0.99987
O15372	Q14152	0.999866
P28072	P25789	0.999866
P28074	P49720	0.999866
P42025	P61163	0.999864
O43242	O00231	0.999852
Q07020	P46778	0.999851
P60900	P25789	0.999851
Q6UN15	O75400	0.999842
P01877	P01833	0.999841
